old_path	new_path	stable_id	sha256	disposition	category	aliases
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-01-approved-main-characters/atlases/trashy-powered-approved.png.import			22a441f19c08edb2932f01bb1b173a77d1043f91a4bb31dea6a602a35184edbe	generated-metadata-removed	metadata	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-01-approved-main-characters/atlases/trashy-regular-approved.png	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-01-approved-main-characters/atlases/trashy-regular-approved.png		64d85e6b9b40b119e87cf7fa1725cd5be076104d1c6971c77b5810ff7ff6e9e6	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-01-approved-main-characters/atlases/trashy-regular-approved.png.import			12454fa129934343465c9b5c09eab55122c95d481f70cef5f21ecb5d486f965b	generated-metadata-removed	metadata	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-01-approved-main-characters/docs/jimothy-powered.md	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-01-approved-main-characters/docs/jimothy-powered.md		88e595423ee1169244a7b43705094bf87ba8d5ee07700074be996396e9e0ed0c	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-01-approved-main-characters/docs/jimothy-regular.md	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-01-approved-main-characters/docs/jimothy-regular.md		900dd61542677fb510a81a926ee571e84a10e69af816262ab3bf8d47b32206fa	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-01-approved-main-characters/docs/trashy-powered.md	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-01-approved-main-characters/docs/trashy-powered.md		ce297c4c7711f05689478a4cdcfe95d8c9c0c7d55c5c21b50311f840950f5167	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-01-approved-main-characters/docs/trashy-regular.md	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-01-approved-main-characters/docs/trashy-regular.md		ee6a0293e64f2b7089ada6158bf747d87a7de6eb35b5d32e34b3db1534066348	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-01-approved-main-characters/manifest.json	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-01-approved-main-characters/manifest.json		7af5c2b1cabaff99fff9c206577037943797bd6df5427452661ac8d2cf9e3aa7	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-01-approved-main-characters/previews/phase-01-approved-main-characters-contact.png	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-01-approved-main-characters/previews/phase-01-approved-main-characters-contact.png		0c43a13a39db7b08c14c4c380c772a31f5d29d94d32bdcf2409af85e7f06b9f4	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-01-approved-main-characters/previews/phase-01-approved-main-characters-contact.png.import			5988b6f11dc32a0748b76d930559846124452a3b4892089303ab6781c8e921e0	generated-metadata-removed	metadata	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/README.md	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-02/README.md		bfbd025c6fbe1811f040812e42c8948fac5c04d0eb071f9c922a06e00b5ef93d	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/final/bee-transparent.png	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-02/final/bee-transparent.png		531b3fb6272b6fa07e1802809dd3bd91d575b23b7fc1a2b867eff53035ad53fd	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/final/bee-transparent.png.import			53ee8c8334fe130214263f9d013e633fa6394c4a454aab4eb6e5bd8ac655b97c	generated-metadata-removed	metadata	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/final/dog-transparent.png	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-02/final/dog-transparent.png		8febd9b7f9f81b431bf9a1f39c44f223ddeeedca2333970eac942491b6a3a21b	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/final/dog-transparent.png.import			151dcd9cece5bb45a06cae63afa151e7f23953b406031650ec2ec2db6acef03b	generated-metadata-removed	metadata	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/final/mosquito-transparent.png	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-02/final/mosquito-transparent.png		1ca3164b27faac424811be277c64a1534b9a1d9684805cd92dca5ad9c055392a	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/final/mosquito-transparent.png.import			563aee6a1ce9f8af1fca37f68f5b16713b5e44e3a3bab1a4370dd1ff53a92dee	generated-metadata-removed	metadata	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/final/moth-dustwing-transparent.png	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-02/final/moth-dustwing-transparent.png		bb08951082e4d5d2df98b748bbf83bf85a8be04a7a7ac1f88356594df6222a98	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/final/moth-dustwing-transparent.png.import			32831e55e40237409664279bfe92a1d6d4ffc5d8c75f6b60d2fdfc764850335c	generated-metadata-removed	metadata	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/final/opossum-pilfer-transparent.png	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-02/final/opossum-pilfer-transparent.png		e97c21956ddf8d9ccea7d7f92930c088e6c7fc4df74ffba0822b33bd1f854310	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/final/opossum-pilfer-transparent.png.import			1ec25d36acadf504e4713431306da4f61639bc13907f90362475d1bd7d8cc4e8	generated-metadata-removed	metadata	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/final/pigeon-transparent.png	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-02/final/pigeon-transparent.png		f592cff144a2ed9ed69c9ff3d86cb06c4144058196602bb56d06de5a6249aa25	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/final/pigeon-transparent.png.import			e2180efc4f98b343c94fab381cd801c955d8c6c9b4e54050f711c0fb37706765	generated-metadata-removed	metadata	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/final/skunk-transparent.png	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-02/final/skunk-transparent.png		ae0112e58c9d3318bccc54e6ed7249bf77350800f1feccd2166321eb7460d8ee	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/final/skunk-transparent.png.import			244e2dc72813c3cd85b4edfbddaa09f6baf285ab0173d6ae469fc09d33f9784f	generated-metadata-removed	metadata	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/final/snake-transparent.png	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-02/final/snake-transparent.png		522651fdc97058f2fd91716dcac3357045809dd106bf70fd4bb826eb2f6f012f	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/final/snake-transparent.png.import			97b8b608bf621906325313dfcc11f1e49e6427732ed20eb0e6f47f13de03de8e	generated-metadata-removed	metadata	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/final/spider-transparent.png	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-02/final/spider-transparent.png		c5efa22ed72d9c5f9682983aba255a6087ebfe31ba38f12a9129dfb9ba9068af	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/final/spider-transparent.png.import			ef4fc261299ae1dd3f60a40d9b2fd2ce800f791111c8a5b8d850b81014e6af92	generated-metadata-removed	metadata	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/final/squirrel-transparent.png	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-02/final/squirrel-transparent.png		6cff2436a1486956ce9c50631e1fb13a3cebafb32f6024404b31315127424e95	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/final/squirrel-transparent.png.import			1cf4cb5b0f9aabd6a6f8c1c5b41ccaa13f3ea17b8e379bbdcf5638955230fb3b	generated-metadata-removed	metadata	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/qa/all-enemies-contact.png	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-02/qa/all-enemies-contact.png		697679c6d2ba6a7320483ea1528904b87da07cf807d04f2f4e0dbc02d735279c	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/qa/all-enemies-contact.png.import			24392f1a38ab9a48adc319528fa4017da1f068e2bef0b964949a0a2f2b28c581	generated-metadata-removed	metadata	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/qa/level-01-contact.png	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-02/qa/level-01-contact.png		2901e769a196fd5d8b15a5907c8e870b93ef00c2647aa0f30a0c96f2f68fade4	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/qa/level-01-contact.png.import			cc32f0cb1b130639cb51be5275f3c218069723c34bd074e12ee3fefcb865062d	generated-metadata-removed	metadata	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/qa/level-02-contact.png	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-02/qa/level-02-contact.png		c1aab2c3d6afbd79549d8d73ec5020dbb352cf2ddc38a9da2bb76ded4b2b0f5a	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/qa/level-02-contact.png.import			a4de7e1c189bd679108d98b100ae4b2422f6e8d62d319acf09545538119b3d18	generated-metadata-removed	metadata	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/qa/visual-review.json	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-02/qa/visual-review.json		00dbb42f67205cf66e5d7fbde08798c8f8719dacc4a87cd97c636c61a710753d	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/run-manifest.json	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-02/run-manifest.json		cf751d07115f548659ba261beee3ffae0c499761e20796621b97f01b72f91e5c	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/source-contact.png	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-02/source-contact.png		b30ec899a49d883bbe84e3f551732485146368c9b607772ac03875d2224e324f	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/source-contact.png.import			72a33691eba668e49f37d530578d803547b8437f9fe5c9cf0beee279157a648e	generated-metadata-removed	metadata	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/source-pack/characters/level-01/sprites/boss-trash-dash.png	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-02/source-pack/characters/level-01/sprites/boss-trash-dash.png		84dd4b7f4643211cbb1b7bdbe49daf1eb260af5e3b06fd514a2429dd7e6b021c	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/source-pack/characters/level-01/sprites/boss-trash-dash.png.import			e4c3531d1cfe7c4a8be7e80b083b6660595d07b4b3e46b5d715eb1586fec1219	generated-metadata-removed	metadata	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/source-pack/characters/level-01/sprites/mosquito.png	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-02/source-pack/characters/level-01/sprites/mosquito.png		c79cf3d50f1c910e6ce6b356f6e6ffb41910783e6d77cbfa15bb15d1375c613e	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/source-pack/characters/level-01/sprites/mosquito.png.import			297f023cfaa01575da7f553131ff348fcce7138d61f4d7d96a56ececb65a90a3	generated-metadata-removed	metadata	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/source-pack/characters/level-01/sprites/opossum-pilfer.png	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-02/source-pack/characters/level-01/sprites/opossum-pilfer.png		9769bb31becee8e7730e03537ff8ce5c66cd6649b94a9972af6adb836f007ca9	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/source-pack/characters/level-01/sprites/opossum-pilfer.png.import			0e550b549e6f17bb583f3ece6c7713add4514336b00e85b29cbe33c84d5ed4b8	generated-metadata-removed	metadata	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/source-pack/characters/level-01/sprites/pigeon.png	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-02/source-pack/characters/level-01/sprites/pigeon.png		a81da1da901b5c52ab7bddc7e248f224f23a101a0f990aa3fb09b48a1a50c77d	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/source-pack/characters/level-01/sprites/pigeon.png.import			31b4ce4a40b0c998d75f2a5a98610d84fdbe592fc497e26a6d8a112aec2085e9	generated-metadata-removed	metadata	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/source-pack/characters/level-01/sprites/snake.png	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-02/source-pack/characters/level-01/sprites/snake.png		39ba9489311032b892ce3b6b5ae89e7f2edf3f4087c7046f4b7e8f3aee60a12a	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/source-pack/characters/level-01/sprites/snake.png.import			6b076178271fa96e1589fe76656f32bf4d75b4ce85e9ddf4ff3ba697ef88aa5f	generated-metadata-removed	metadata	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/source-pack/characters/level-01/sprites/spider.png	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-02/source-pack/characters/level-01/sprites/spider.png		93b1436586d869b2575951d7bbbad4080578487926974e5be7d4e443fdc49a15	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/source-pack/characters/level-01/sprites/spider.png.import			f049159a452cd858af60bd023165c1628d49e4db452ae2412d4974a28d411db5	generated-metadata-removed	metadata	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/source-pack/characters/level-02/sprites/bee.png	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-02/source-pack/characters/level-02/sprites/bee.png		de5d60f082b4363c72575e2704ed8f8ffdc9b2866d474a7ac934d8dc298b6295	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/source-pack/characters/level-02/sprites/bee.png.import			2e2d409684843c902849f8039203368171389d50c5fd1172b99c5ad57aa849ae	generated-metadata-removed	metadata	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/source-pack/characters/level-02/sprites/boss-brutus-bin-hound.png	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-02/source-pack/characters/level-02/sprites/boss-brutus-bin-hound.png		ddf2eb77ad8f16aa164a934b08ea6b64c0679c24bf9c3a92a4fa444813c25c1c	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/source-pack/characters/level-02/sprites/boss-brutus-bin-hound.png.import			49c5bf783b9fb12bdea146945dc715dafd086418bd22e997c88399bbb1452fa6	generated-metadata-removed	metadata	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/source-pack/characters/level-02/sprites/dog.png	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-02/source-pack/characters/level-02/sprites/dog.png		bf61327d5659c9c3736f2c65f461403fb320f41b928926a079876bcfec2aa2b7	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/source-pack/characters/level-02/sprites/dog.png.import			7a11b37bfbedec6ba0d4eaf1e0db941640385d964710ff40e0e9250f5f468949	generated-metadata-removed	metadata	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/source-pack/characters/level-02/sprites/moth-dustwing.png	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-02/source-pack/characters/level-02/sprites/moth-dustwing.png		e53bd75d6a041b7307a4d27f89db2794eb3ae2288218d71a651a44b1abd68008	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/source-pack/characters/level-02/sprites/moth-dustwing.png.import			95aaeb69e54a0d605162c24a9d1d44a0cd2ffcb3ea104651b9a5c9d705700ae2	generated-metadata-removed	metadata	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/source-pack/characters/level-02/sprites/skunk.png	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-02/source-pack/characters/level-02/sprites/skunk.png		1a377a375c4820d90737fbb24543714045cce756d91c1244bfdc4b57992ed1a3	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/source-pack/characters/level-02/sprites/skunk.png.import			311b62526589f9bad7fe3f68ce5b18f0f6a463d2d28fbaa7a424e4aacf15d871	generated-metadata-removed	metadata	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/source-pack/characters/level-02/sprites/squirel.png	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-02/source-pack/characters/level-02/sprites/squirel.png		9b4c2133914581d888cc728a156f5def82f5bf780ef802584fc44e9cc57b578b	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-02/source-pack/characters/level-02/sprites/squirel.png.import			1c6a528bcd210b187bc319fef9169bd8b7ffaec45015f867acf4e5ee538ce0f4	generated-metadata-removed	metadata	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-03-variable/README.md	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-03-variable/README.md		6ff876bde12964e288df49c3c7174cbc4f7621fe595328dc315c5f5f81860704	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-03-variable/final/alley-cat-burglar-transparent.png	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-03-variable/final/alley-cat-burglar-transparent.png		e93228f33598b4bbff3bc3a769a6d0fc7873d41ef616601ae16e771d79ac2812	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-03-variable/final/alley-cat-burglar-transparent.png.import			4adb464c2a118070f30f3582eb9c1c55dc7c9cc1fec3abeb07ff524b08e653a8	generated-metadata-removed	metadata	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-03-variable/final/asteroid-armadillo-transparent.png	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-03-variable/final/asteroid-armadillo-transparent.png		697c0cf0482a704ad322669a051edaae04d979d7045c73ea95d4001b3312bb07	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-03-variable/final/asteroid-armadillo-transparent.png.import			4c2dedb4e15a7cacb572d8354bfb488b65c4bdc0b33452248b733dbb956920c4	generated-metadata-removed	metadata	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-03-variable/final/baserunning-beaver-transparent.png	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-03-variable/final/baserunning-beaver-transparent.png		029a6b02efe88e01641e0ba01a9be94383456a04818a99b3c14a610f451abf98	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-03-variable/final/baserunning-beaver-transparent.png.import			fd8499a3bb0123937a8851dd113352a9985734be11e6ac49415018da83537795	generated-metadata-removed	metadata	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-03-variable/final/beaker-slime-transparent.png	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-03-variable/final/beaker-slime-transparent.png		10728b652fa32b6826401e84da332cf128e733544c5395546b57300cfbd75b05	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-03-variable/final/beaker-slime-transparent.png.import			9adcb4c8302f00dd97c4b9180218e83aa502a7b55811b75803d211ff9f35f5e5	generated-metadata-removed	metadata	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-03-variable/final/clipboard-hamster-transparent.png	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-03-variable/final/clipboard-hamster-transparent.png		64c3ce969797424bf5e6be0f01b092dd372b11d85739ff8791ec3668bd3639f0	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-03-variable/final/clipboard-hamster-transparent.png.import			ed7760fb582f6420ee8ef04a47d8ab027cd39de14859b43612f107b7392078ab	generated-metadata-removed	metadata	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-03-variable/final/clobbering-cub-transparent.png	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-03-variable/final/clobbering-cub-transparent.png		f5659d916c83acee34ed5dfec9a2d97292a5201a757e90ee4eed54a5f6866e5e	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-03-variable/final/clobbering-cub-transparent.png.import			62b5acbcbf73c7417e13b62a1e33b8b4248c21dcf78ab230d19848f1e863dd67	generated-metadata-removed	metadata	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-03-variable/final/mop-bot-3000-transparent.png	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-03-variable/final/mop-bot-3000-transparent.png		09a74be2e2d51d0b1bcf7961c6682b3abb6b34c2df526a627bfb448be4e75254	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-03-variable/final/mop-bot-3000-transparent.png.import			dbc3bff149b122e9cd16f6e6c9fbad314093ceb26ab493d56e61dcb7f6384b8c	generated-metadata-removed	metadata	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-03-variable/final/phase-gecko-transparent.png	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-03-variable/final/phase-gecko-transparent.png		f3c5530f1084d088c79cc9c162c8f427c303f4990d758cec9e03d0452b10fd2f	package-preserved	package-character-animation	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-03-variable/final/phase-gecko-transparent.png.import			d6996d58e42c36201432f85c1a3eb49d58df24e000ef99f9c9b49af1600962a5	generated-metadata-removed	metadata	
docs/design/trash-dash/character-animation/phase-05-codex-integration/phase-03-variable/final/rocket-roach-transparent.png	docs/design/trash-dash/packages/character-animation/phase-05-codex-integration/phase-03-variable/final/rocket-roach-transparent.png		465ea62948113a15e2ba92bddc971ef1c412ab1c91f21b8c1b6b629d5b73f39d	package-preserved	package-character-animation	
